香港,#genre#
ELTV生活英語台,http://sedum.notessedum.com/fadf477dc59debfce89f63ace3006c97/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f2343638d306d905462386200c85192e/index.m3u8
靖洋卡通台Nice Bingo,http://sedum.notessedum.com/9712b6ed48cfea897d605466fb09bcfc/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/ba65eae92a644af11ab36b6fa774887b/index.m3u8
靖天卡通台,http://sedum.notessedum.com/a94f165d6b2fe2437c2778785d042f1d/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/65048a0deb897969d71d18259c765853/index.m3u8
Cbeebies,http://sedum.notessedum.com/91d79113b2699a4a3c3fb77790266b63/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c43a9b8cf947387e1f6aabd33ec0cb00/index.m3u8
Cbeebies,http://sedum.notessedum.com/e18b32a12557e59df82d0c2dbf135aec/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7123bbd0cfc9867a96c7f90d0764b2ed/index.m3u8
達文西頻道,http://sedum.notessedum.com/fa958c9d4d502b1e72beadc6ca5e8e7b/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/994ee4784adc4791d2e129666da920cf/index.m3u8
Nick Jr. ,http://sedum.notessedum.com/effd6c75358c9714a47d331dde6a924f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/31ba413ea5bcaa8d91dc8f7e3684c460/index.m3u8
Dreamworks,http://sedum.notessedum.com/7e200c47bb726ea45f57d41e3f813bea/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9976cf2767d31435bdd61db125a04064/index.m3u8
國會頻道1,http://sedum.notessedum.com/c0aede54757ddd29923d83a9b9bed34c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/835c375b127acb40e546985b9698dcb6/index.m3u8
國會頻道2,http://sedum.notessedum.com/f97d4ee9cc6433d1de275d5a12b7b2b6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a50cb1490c41f2a2d3a90696487f2473/index.m3u8
Mezzo Live,http://sedum.notessedum.com/39d868951d769d12179132a9f7d4fbbf/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e67fc8d7cf9a81b595f7a28829bf4ead/index.m3u8
TRACE Urban,http://sedum.notessedum.com/1c6c10f9b5d6f8c38a71c371d2b1759a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7cc123c0abdb44ce98bc048c3846fad5/index.m3u8
CLASSICA古典音樂台,http://sedum.notessedum.com/18222c86fa378860e36d797b0a02cdfa/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/70909105e25b07e60f1764480845b802/index.m3u8
CMusic,http://sedum.notessedum.com/19b43959675315880b3be71b6460db97/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/866cef1035bfb34423a7780def94b591/index.m3u8
愛爾達體育1台,http://sedum.notessedum.com/24ec4ee507ab82456bd34168d431be86/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/56fb12d0fa4d7bee5180993b775c94c4/index.m3u8
愛爾達體育1台,http://sedum.notessedum.com/bac48bbfc9519976937ac64ba976e8d9/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c70ddb1f78c3afcbee221770bf155abe/index.m3u8
愛爾達體育2台,http://sedum.notessedum.com/335a352386d3f6c6eb7bb80b4cd974c3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/95654ad47136150fbf432a216bbd8c3c/index.m3u8
愛爾達體育2台,http://sedum.notessedum.com/d2143a752ed437d78487892a03f0f1fb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6351099bfb1974b2ea71213482157f12/index.m3u8
愛爾達體育3台,http://sedum.notessedum.com/028b6425f830757ea04f27920e69c0a4/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/72ca8305d08d55730fee1568a364682d/index.m3u8
愛爾達體育3台,http://sedum.notessedum.com/cdb0d9c68e7683312609fbe3ce19ab9d/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/83ea20a37c51fac9de76ae000077ae67/index.m3u8
愛爾達體育4台,http://sedum.notessedum.com/2d63630b6c5bdd09559913c007adcf2f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a9b5b3cb63e19bba7218f8c2f5114ba8/index.m3u8
愛爾達體育4台,http://sedum.notessedum.com/8eccba68e051faaeeaf8016932f83f6b/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/80f0ff26ba5fc08e57edf171eeab7865/index.m3u8
博斯高球一台,http://sedum.notessedum.com/c38cf4311109e3a5c9b4b97e58983cd0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f0a525d4b09393cfc33b432fc4079f14/index.m3u8
博斯高球二台,http://sedum.notessedum.com/9bf8e04c5f0e21cb1d58219cba65762f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/feec3fa384f912907ba10cd95f6dd015/index.m3u8
博斯網球,http://sedum.notessedum.com/96d9e6496b838a58388d699e62c35b87/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e8489e6dacf3e5fa634e40e04f188155/index.m3u8
博斯魅力,http://sedum.notessedum.com/bee829c982e69a61d9055e352cbfc418/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/fd2bc95e6c26bf6156da85e4f48f0f47/index.m3u8
博斯無限台,http://sedum.notessedum.com/99627c1d63e0d7a0e2a6093c5ac671dd/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/16b5f1ad3ff0b211bf5bc552b19ca8be/index.m3u8
博斯無限二台,http://sedum.notessedum.com/0ffbf7d541990716c4ede0db0cb07c7f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/2251911ea876bc48faf8e010a9a37fc3/index.m3u8
TRACE Sport Stars,http://sedum.notessedum.com/8b13441d11906608d6dcf76fa72c1fb0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1fd4d94788aeb8730aad96916b2b1f5a/index.m3u8
博斯運動一台,http://sedum.notessedum.com/ca4327879a38f0de086a63c2461d6c17/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5f5556eeab6197341a007f1b62969914/index.m3u8
智林體育,http://sedum.notessedum.com/6afaac61554a858b6d79b290e694bb44/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/839805d0f4e3f868f15c98df8c15a6ee/index.m3u8
EUROSPORT,http://sedum.notessedum.com/6a380409313305100b18a40e19b4cacf/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5f14bf9e3870da4b074c3b27b8055df9/index.m3u8
博斯運動二台,http://sedum.notessedum.com/f9a7c19e528ed5d830894bca99f07f80/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5bb99aae6a50850e997722e235655fa0/index.m3u8
時尚運動X,http://sedum.notessedum.com/daf10a9cff6a197a62537d4582cf9bf5/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6524d226a46e8768a533c8c00a2958d0/index.m3u8
GINX Esports TV,http://sedum.notessedum.com/7fa888aeb62b4b93e23a01cbf2e77673/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5078eb638093c02cf39c0794cf9af470/index.m3u8
愛爾達體育MAX1台,http://sedum.notessedum.com/89a2f36f866dc6da603d877d290cc833/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/14e11f666ec339782e1f239a6d837aff/index.m3u8
愛爾達體育MAX2台,http://sedum.notessedum.com/09bd16cc114ad2615d489d8413b68128/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d9ff5fa3ca9dae39176ff06b3a19043c/index.m3u8
愛爾達體育MAX3台,http://sedum.notessedum.com/c7a650e8117b823b83371314da740155/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c1ce5700af5d9f1cdecf09b992471c79/index.m3u8
愛爾達體育MAX4台,http://sedum.notessedum.com/95a4154756c2adb29e46ca9ff13e9b51/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9340416a69d59e07df140d6c2126d672/index.m3u8
LOVE NATURE,http://sedum.notessedum.com/b1c1a82a151c7a9f564310ff12bbbcfb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/203042ea1177e0dce6140c37f71a8690/index.m3u8
BBC Earth,http://sedum.notessedum.com/9d55aa98dee43aab01344b710fd3e4cc/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e00133dc27c2aaae955604068b067933/index.m3u8
BBC Earth,http://sedum.notessedum.com/8c8b928bc207a7e95498175ccf45aca3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3e9a4dc017c7db1b607518dee6d94d55/index.m3u8
Discovery Asia,http://sedum.notessedum.com/e8d7a21bbb750383b26fbef8c8dd1170/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/4e2746ecec3c50573383c95b9e6fe975/index.m3u8
Discovery科學,http://sedum.notessedum.com/47391650da88ede035bc0ad27b12649c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/741d65a085ebd44a706c60b245831603/index.m3u8
DMAX,http://sedum.notessedum.com/bd1807f60853159a2407477b0aa0e3bd/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a55e3c6f0d0cdd2e7c7f3a3c0dd89d46/index.m3u8
EVE,http://sedum.notessedum.com/8f1fb35cd7efa013bb7cbece5c7f23d6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/37347c4afa57740e6f027ab7dc340fbe/index.m3u8
Global Trekker,http://sedum.notessedum.com/97651313f206de99782efce494937332/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0a3c68bcf845f3510c4f6bcf6aafa5f4/index.m3u8
History 歷史頻道,http://sedum.notessedum.com/8f7f8dd122c34c384b733c4477bcf52a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7cd4e818cee95634f2510536dfdc4f85/index.m3u8
罪案偵緝頻道,http://sedum.notessedum.com/1e13f0a25168fdcc7ab394fe7d0d4e86/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e920938987d1cdb591c2a7194dcd79d2/index.m3u8
BBC Lifestyle,http://sedum.notessedum.com/cd890e2293ae228a1e9c467e7d6af9c8/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1270f241f89f9431a491fa8c7944ce95/index.m3u8
BBC Lifestyle,http://sedum.notessedum.com/63fda25fca2d048e7ade0626fbaff832/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/397dc244b7f97a4e995fe335194a5673/index.m3u8
INULTRA,http://sedum.notessedum.com/9db78c49de5386db7619b6c1437ad2fd/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/1dd46afbddebba1187cb8c18fb472ab7/index.m3u8
PET CLUB TV,http://sedum.notessedum.com/2d49c49b8b278dd5696947921f40137d/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3789778c3a8896cb122db67a48120f39/index.m3u8
LUXE TV,http://sedum.notessedum.com/7f45aba79e540149fe98fad8bbc6b648/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/111ce802ae136bfb9514115b4d1b1ffd/index.m3u8
Lifetime,http://sedum.notessedum.com/8ae951e1cd49a248a9e10e8e1ca05f02/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3b1eea727c59db6ad2d73494a746264e/index.m3u8
KLT-靖天國際台,http://sedum.notessedum.com/481a194afdc79b350f6f03779002cbee/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/19fbd643d1e5a5b4e22a14b2b11cc3c9/index.m3u8
幸福空間居家台,http://sedum.notessedum.com/251f611962ce3528e042b0340043e133/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/d4d2553c7266d9df5426d4e63552a60e/index.m3u8
滾動力 rollor,http://sedum.notessedum.com/b0a42a3c53135e65324e5b47fe8cd5b2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e59b12eadeaf868f79741a2e6edafc0b/index.m3u8
HGTV居家樂活頻道,http://sedum.notessedum.com/9c67993dd8faaa46251b27f318d5268e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c98e2602ba96a25000fa89726e3413d7/index.m3u8
美食星球,http://sedum.notessedum.com/d82bfd1bfc174a28c63194f5f3ccae0e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/542bc008129b47ec9b6b46b1cd3c9562/index.m3u8
亞洲美食頻道,http://sedum.notessedum.com/33b2d59c68d714d9be58d71ea6a5a87a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c5699f9a3bcaf1d7d57b23e4142d7f2a/index.m3u8
Food Network 美食台,http://sedum.notessedum.com/6e10e0c3b9b7b442e9d96f218c3fffac/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7613a7b3ff4b6b7a7a17fecb9362816a/index.m3u8
亞洲旅遊,http://sedum.notessedum.com/25872d094ce1b14e05e5b190b7df8b6d/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/ad623bd1e44b99a70acc3181622b699a/index.m3u8
EYE TV旅遊台,http://sedum.notessedum.com/468e127c3cb60b316ee24d37b8cb2fc6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/2ed4cae6189666fcf939b3a25ebe96c2/index.m3u8
Travel Channel,http://sedum.notessedum.com/17708b5a466e7a258ecb0681db96fc93/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6b6f0332ce073a0d5a973daf5d3bafd8/index.m3u8
Fashion TV,http://sedum.notessedum.com/77764ec3e61650621648633536f2977e/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/73cff0631fcc5a14acf32f7c377237aa/index.m3u8
TV5MONDE STYLE 生活時尚,http://sedum.notessedum.com/a84ae372a03bcdef6179e7ca5051bcb8/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e11e2e63597432f625bb633609463591/index.m3u8
愛爾達綜合台,http://sedum.notessedum.com/cf00c192428585364762200d27a9e4c2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/452414c18bdc43cb858d04ad7bfe71c9/index.m3u8
三立綜合台,http://sedum.notessedum.com/1181f889f6b22117dcd35081e69f0bb2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0c0865b9f6524a8ac9facb98ebefb786/index.m3u8
靖天資訊台,http://sedum.notessedum.com/94067c5aa2173e941b44f1a242d2f02a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7620ca9d87c6db901239a45f3aab2775/index.m3u8
靖天綜合台,http://sedum.notessedum.com/58234210e9c7ca2e82861b96afc44177/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/530da9f6baa5ceb89fa8b315cd66d21b/index.m3u8
靖天育樂台,http://sedum.notessedum.com/27bb63c27e9868bc02939364e4ab1468/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/afd1bbb96282394253b4078c52b706cf/index.m3u8
Smart 知識,http://sedum.notessedum.com/db39eaea684caf380aec9aeaee364f68/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/4cfedb1a4b32413ecd0a4026f5c0c3c2/index.m3u8
台視綜合,http://sedum.notessedum.com/c08e0104c4428a69e7fd0fe201a7b1bb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/5aac469720a857acea523d71bf1aa01c/index.m3u8
亞洲綜合,http://sedum.notessedum.com/c2b9227b5cf65b6e32d58f3641e18b17/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/329616edb37c06397e45fafe3f580038/index.m3u8
中視經典台,http://sedum.notessedum.com/24f838159e80590142a40aaef9012f9f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/cd32f422ce00c728010721d230e99111/index.m3u8
寰宇綜合台,http://sedum.notessedum.com/ce28b70a7259b225f4a792b2efd56dda/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/da58b09039ad9dc58ea09ad3e2e4525b/index.m3u8
中視菁采台,http://sedum.notessedum.com/3ae752a46edf2c3a3c5400de882547e3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/f3815aee347f4481a29ba61f68cb415d/index.m3u8
TVBS精采台,http://sedum.notessedum.com/88ddfcf6907e56e7e0a4fb0ce79f4233/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/308acab20ea83cb4e5d9bd3ee68fba98/index.m3u8
壹電視綜合,http://sedum.notessedum.com/306e737dc1ca46dd49a1e53ec3f660fe/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/64e2c5baeb4eab76f8886f8e8ff5e802/index.m3u8
緯來精采,http://sedum.notessedum.com/fbada179fb96ff44e1cb1ec0d7166ca3/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/13291b3b0631e834307a226d268b6020/index.m3u8
ETtoday綜合台,http://sedum.notessedum.com/8f3e9648c02312a2d2868a66271729f1/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c6c55205cb1e33bf51feb01636175da2/index.m3u8
民視第一台,http://sedum.notessedum.com/2c2b0a2877404767977afd8a39b90b9f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9a3e51e90db3107393200d4964a813a7/index.m3u8
民視第一台,http://sedum.notessedum.com/a240b442dc2a99462893ce2b4afc53be/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/57fd315430bf074e9ffd9a3b8d9f233b/index.m3u8
民視台灣台,http://sedum.notessedum.com/3e4754741d2abf5c1d0fd1a8b520b756/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/2802323f94267a8f85b25df71df9cac3/index.m3u8
Nice TV 靖天歡樂台,http://sedum.notessedum.com/5e264c7390b61ab23cd2e6d35ac6a674/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3d9b8cda1366fdb8df4c20f0879d6aad/index.m3u8
新唐人亞太台,http://sedum.notessedum.com/9dfd7f522990750b8d59022024b0ac47/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/52741e970ef05d14da94911ed5d2cfa2/index.m3u8
愛爾達娛樂台,http://sedum.notessedum.com/d66b1ee9cd7cb42da3414ee50d3dfbe2/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/45b64c6846462df5b3c53f273c3e27f6/index.m3u8
愛爾達娛樂台,http://sedum.notessedum.com/a9f689c6820cabe49209b788198448ed/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a65539f4dbe38f12159aeeab83ac467d/index.m3u8
愛爾達日韓台,http://sedum.notessedum.com/a1b312b657a33c230819fa99b4375498/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7dd320260e5bf686b80c13bd4238c763/index.m3u8
好消息2,http://sedum.notessedum.com/92abc2c278f549350f537f8be2a53643/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/56918a47267ba61e48513b32b4a2894d/index.m3u8
豬哥亮歌廳秀,http://sedum.notessedum.com/021e8a857e986f222147f936b5c18cdf/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0e9ebe05f003f6fa0f78caa9b8d26c35/index.m3u8
三立戲劇台,http://sedum.notessedum.com/78878f74fafd839e28ae8b50390aa0e9/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/56c6a7af4e4db2b7618a99d68b0eb07e/index.m3u8
三立戲劇台,http://sedum.notessedum.com/d7075c03cb677556e8840568cbbd86fb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/2ae42b75a9590d3a1dd20f453293dea8/index.m3u8
三立戲劇台,http://sedum.notessedum.com/268c3d18ab313c09a23d112f0de08f6c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/50be62155bfbb86d7ecb00b88e2831da/index.m3u8
台灣戲劇,http://sedum.notessedum.com/ce3970a35b48a35b5eceb05f32746c9a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/08ea53f06278827a11adb81100877f4a/index.m3u8
龍華戲劇,http://sedum.notessedum.com/1841a35a63d4608a4068d881cc901ed8/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/93c7a50f689f3d6ebab73044193e7529/index.m3u8
龍華偶像,http://sedum.notessedum.com/a5496e8a4f2f85d8af33e3bd7d1a70e5/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e18411db65aa0a0763fe2273a0dab5b3/index.m3u8
龍華影劇,http://sedum.notessedum.com/aed0bac61106c028f2c8f91972668a11/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/e0750af4089065afb7e0bce3852ab6d4/index.m3u8
愛爾達影劇台,http://sedum.notessedum.com/90d0a688ef394f1c53c6107d69ee43eb/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/913968fc66c580da809baff5bf9d8260/index.m3u8
靖天戲劇,http://sedum.notessedum.com/41d1a680e52d9aac894877f197952f67/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/469363e6a60e607c1204cef6c2cc7e55/index.m3u8
靖洋戲劇,http://sedum.notessedum.com/4f391aea5f9226e7452fd849ea685897/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0b861384ad5213f9c56f381944ad7e9b/index.m3u8
EYE TV戲劇台,http://sedum.notessedum.com/91b2db41502469959cab10e7748dfeaa/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/c0961fc32c1a6ea613ca6933aeaaa343/index.m3u8
公視戲劇,http://sedum.notessedum.com/56626806fdf0bc0daaf73e61c4d0185f/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6ad7fa101e681daf6b248685b597fa05/index.m3u8
公視3,http://sedum.notessedum.com/386521350da6ab6f6e6a47a0ba5e6791/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/0cfcacbb5e39359b1f6a2b1b3f0b1ee8/index.m3u8
公視3,http://sedum.notessedum.com/2476a90a3b1de586d8c8960486b2e196/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3f4d3deb28f2e6677b4ba679281983ed/index.m3u8
靖天日本,http://sedum.notessedum.com/d9d6aead6be90771223380181c827c75/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/37cde0aefca46f5636aa6c2d5c25d5bb/index.m3u8
i-Fun動漫台,http://sedum.notessedum.com/ead56317c78aded61a49f0c67a5ed3a0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/99dd050834b52a7f74cdf4cfda5d55b7/index.m3u8
tvN,http://sedum.notessedum.com/e16c41152afce2b6c766691fc8550108/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/2dc79e3a4be30764f45fe0cf1058c3b8/index.m3u8
tvN,http://sedum.notessedum.com/fb8ad3f54b6afd07e8dbf4f8513b9e31/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/71582fc41bff875ccf283680a3698396/index.m3u8
ROCK Extreme,http://sedum.notessedum.com/4286bceb879c524958c2758a5c72ff9a/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7a86e18fb7039a1d21e55e98dd606825/index.m3u8
ROCK Entertainment,http://sedum.notessedum.com/891ad78eada4da057c8f1f75c51ec8a1/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a20f752c465abbefef7ca7d566d7c165/index.m3u8
TechStorm,http://sedum.notessedum.com/0235e6490b39acad4942588d9d09f860/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/4ce2da3ae6753d043535a8d3d19fedeb/index.m3u8
第1商業台,http://sedum.notessedum.com/5de11d7bc6e948e5eefe6d97d02387d6/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/4eccc430f68259cfa9d7c4e90ed4fbd3/index.m3u8
中視新聞,http://sedum.notessedum.com/b0707b854a1af963a4dbc2baaa8e352c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/24a09af2da14535802e8bfb024bc2c4e/index.m3u8
寰宇新聞台灣台,http://sedum.notessedum.com/c3e7bbe5c7ed6190803d7ee229bf894b/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/b975c7254b703577d03e72f41d492a9f/index.m3u8
台視新聞,http://sedum.notessedum.com/3a39e6268b5f5f71cbc6e7257f500b91/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/68d50fbb8fa2cc32eb9289cddcd6126a/index.m3u8
華視新聞資訊,http://sedum.notessedum.com/d230d1ee2503c941fe42bc23de36ee52/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/70c2937ff5ddd8fb9a64475f6932583c/index.m3u8
寰宇財經,http://sedum.notessedum.com/a8c639c824c816d625f858c31aa1476c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/ac6db7a4c500680c1bc20e6a8da22f85/index.m3u8
台視財經,http://sedum.notessedum.com/5a17a97aa163286fa72898aebf7deeec/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/7d10bcfed81d00e5ba6be4556281806c/index.m3u8
Bloomberg,http://sedum.notessedum.com/ede5c31be3f9fab6f1845ea62ccd0828/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3b76a167751201b87329e14723cd1dd7/index.m3u8
Channel NewsAsia,http://sedum.notessedum.com/f72e5a3775f690cc44f99e55fc89612c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/6f616f3efde7729259863a2d48a77562/index.m3u8
CNBC Asia,http://sedum.notessedum.com/214885aac004305a306d7f8f91136dc0/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/3f31fe45c82eddca4331c54df903eda2/index.m3u8
Euronews,http://sedum.notessedum.com/eb5b097990070fcb1e8f07318656541c/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/9e80153d1e7c0619615bc8d0c4d89ace/index.m3u8
德國之聲,http://sedum.notessedum.com/2eaa0cf20954d7ab8e0ecb2b265d3905/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/a9a023ae7b5795011e7d4849dcc7ae5d/index.m3u8
NHK新聞資訊台,http://sedum.notessedum.com/2f63d1779d93650e413b4766711341ef/32e9034c639ce51d8f773db6e72177337e6e01ce5ae9f1087883717012931689/cf816f261021bbb7fb9aa7a2b59bef95/index.m3u8
